   -5.844523,  -19.910906
   -5.453940,  -19.957212
   -6.769604,  -17.704063
   -9.858207,  -14.690962
  -14.303886,  -11.711293
  -18.991102,   -9.272740
  -21.027191,   -6.285797
  -18.372417,   -0.700689
  -12.989561,    6.738735
   -9.038558,   12.409988
   -7.733891,   14.878512
   -6.396120,   16.204111
   -2.708784,   18.058079
    2.644721,   20.433014
    7.426627,   23.140261
   10.305792,   26.055763
   11.624062,   29.162596
   12.740790,   33.255634
   14.717950,   38.638260
   16.265322,   42.603516
   15.297438,   41.880508
   13.625724,   37.785831
   14.632432,   34.382366
   16.777288,   32.910297
   15.986407,   31.705706
   13.028171,   29.642183
   12.343917,   27.549196
   13.761909,   25.906853
   12.296476,   22.894184
    7.822839,   17.696154
    5.929064,   12.216133
    8.117353,    6.986921
   11.286796,    1.424878
   14.393625,   -2.623003
   16.906464,   -3.855657
   16.714766,   -3.648414
   14.524978,   -1.960577
   13.637849,    2.737668
   14.801602,    9.792315
   16.168919,   17.249092
   16.648590,   23.600674
   16.907856,   26.955021
   18.243866,   26.236223
   20.818903,   23.133398
   23.142910,   20.135324
   23.978437,   18.457438
   23.759142,   18.829393
   23.565359,   20.825514
   24.373808,   22.350729
   26.503986,   22.492365
   28.134245,   21.897999
   27.390043,   20.605946
   25.746767,   18.475983
   25.411028,   15.061767
   26.692341,    9.469049
   29.771486,    3.193436
   33.514496,   -1.027627
   34.544533,   -3.858073
   32.476524,   -7.230940
   31.591335,   -9.412963
   34.559406,   -7.713716
   38.746086,   -3.763282
   40.033077,   -1.425683
   38.214809,   -0.811611
   37.016270,    1.428508
   38.487152,    6.058256
   40.104565,   10.109034
   38.898773,   11.945574
   35.312721,   12.803360
   31.546944,   13.784722
   28.538528,   14.876214
   25.908363,   15.881726
   23.673626,   16.633413
   22.810974,   16.999693
   24.058519,   17.119520
   26.379627,   17.650150
   27.637377,   19.306177
   27.247833,   21.446140
   26.302944,   22.107328
   24.987732,   19.970316
   22.171368,   14.906551
   17.524597,    7.478040
   12.396199,   -0.602711
    8.189811,   -7.879344
    4.879003,  -15.567138
    2.074374,  -25.109579
    0.228649,  -34.016422
   -0.743886,  -38.348717
   -1.458041,  -37.887680
   -0.222228,  -34.783543
    4.483871,  -30.514690
    8.957653,  -27.445038
   10.037196,  -27.298140
   11.490928,  -27.316465
   15.550328,  -25.307283
   17.671051,  -24.416971
   16.424635,  -25.665501
   16.432411,  -24.032759
   18.907631,  -17.829052
   19.916309,  -12.492951
   17.409168,  -11.435578
   13.500499,  -11.523333
   11.308386,   -9.562158
   11.760530,   -6.618587
   12.779345,   -4.407239
   12.064470,   -2.227891
    9.840610,    0.800971
    7.366382,    3.914605
    4.837294,    6.430102
    2.361517,    8.478990
    1.148898,   10.065146
    2.590127,   11.703811
    6.498256,   14.095452
   10.975905,   16.395533
   14.466325,   17.736996
   16.393921,   18.396521
   16.057621,   17.576410
   13.613152,   14.534356
   10.310904,   10.873135
    6.273892,    7.806229
    1.911866,    4.931912
   -0.234673,    1.756826
    0.473673,   -3.394156
    1.530102,  -11.954181
    1.936063,  -22.084179
    1.888345,  -32.354553
   -0.101138,  -43.982704
   -3.442556,  -55.109966
   -4.047021,  -61.083462
   -1.728756,  -62.930149
   -1.713138,  -66.091866
   -6.056036,  -71.149277
  -12.203159,  -75.263977
  -19.840893,  -79.337318
  -30.526556,  -85.444069
  -42.635857,  -91.842445
  -52.607605,  -95.151550
  -59.183376,  -93.637726
  -64.182999,  -87.834732
  -68.964821,  -79.538841
  -71.633377,  -70.240677
  -71.113510,  -62.271488
  -70.237465,  -58.782837
  -70.341652,  -58.706787
  -68.674751,  -56.505795
  -63.845814,  -49.763126
  -58.274796,  -41.642345
  -54.077419,  -34.569939
  -50.157066,  -27.401440
  -44.637157,  -20.247131
  -37.576290,  -15.482673
  -30.247175,  -13.360173
  -24.128935,  -12.938481
  -19.645042,  -14.325569
  -14.862288,  -15.862165
   -8.392090,  -14.769562
   -1.826452,  -10.863951
    3.584376,   -5.707818
    8.491818,   -1.236846
   12.256861,    0.456182
   13.195883,   -0.769604
   12.146304,   -3.200609
   11.218521,   -6.123575
   10.091816,   -9.763835
    7.438177,  -13.982096
    4.187293,  -19.034580
    2.723106,  -24.288319
    3.757509,  -27.052065
    4.772638,  -27.705481
    2.983049,  -30.700171
   -0.394966,  -35.932926
   -2.524172,  -38.640121
   -3.768808,  -38.757263
   -6.235225,  -40.136906
  -10.682433,  -43.931301
  -15.946417,  -48.586960
  -19.688898,  -51.606953
  -22.356068,  -52.165043
  -27.118406,  -53.002407
  -32.309204,  -54.600929
  -33.559940,  -53.307991
  -33.173759,  -49.608173
  -34.185455,  -47.252834
  -32.200924,  -44.464832
  -24.636003,  -37.310436
  -16.269838,  -27.107939
  -10.396763,  -17.527620
   -5.974424,  -10.351835
   -2.038105,   -5.085413
    2.120793,    1.261037
    6.646851,   10.444661
   10.514736,   19.460382
   14.518192,   25.942640
   19.660032,   31.298010
   23.127600,   34.703232
   23.010790,   33.595337
   22.182034,   30.188944
   23.130524,   28.523647
   25.868587,   29.280758
   29.295347,   31.593348
   29.542883,   33.854954
   24.417685,   34.504665
   19.395477,   34.983639
   19.032879,   35.868275
   18.812298,   33.579922
   15.753594,   28.249969
   15.427461,   25.045343
   19.608259,   23.153931
   22.257479,   18.101725
   22.548454,   13.499269
   24.681641,   13.911004
   26.867002,   14.329152
   26.051878,    9.886026
   24.606947,    3.235069
